@relation 'discricoches-weka.filters.unsupervised.attribute.Remove-R7-11,15-17'

@attribute ﻿sexo {mujer,varón}
@attribute edad numeric
@attribute grupedad {'menor de 25',25-40,'más de 55',40-55}
@attribute naños numeric
@attribute tipovehiculo {Motocicleta,Turismo,'Monovolumen/ 4x4',Camioneta/Furgoneta}
@attribute antigvehiculo {1-4,'menos de 1',10+,5-10}
@attribute edadvehiculo numeric
@attribute antigcarnet numeric
@attribute kilometros numeric
@attribute siniUA {'con siniestros','sin siniestros'}

@data
mujer,35,25-40,16,Turismo,'menos de 1',0.493113,16,17352,'sin siniestros'
mujer,35,25-40,9,'Monovolumen/ 4x4','menos de 1',0.122368,17,7764,'sin siniestros'
mujer,35,25-40,9,'Monovolumen/ 4x4','menos de 1',0.476253,17,12850,'sin siniestros'
mujer,35,25-40,9,'Monovolumen/ 4x4','menos de 1',0.122368,17,7764,'sin siniestros'
varón,35,25-40,9,'Monovolumen/ 4x4',1-4,1.037138,17,15409,'sin siniestros'
mujer,35,25-40,9,'Monovolumen/ 4x4','menos de 1',0.122368,17,7764,'sin siniestros'
mujer,35,25-40,16,Turismo,'menos de 1',0.493113,16,17352,'sin siniestros'
mujer,35,25-40,9,Turismo,1-4,3.3452,17,53770,'sin siniestros'
mujer,35,25-40,9,Turismo,1-4,3.3452,17,53770,'sin siniestros'
mujer,35,25-40,16,Turismo,'menos de 1',0.493113,16,17352,'sin siniestros'
mujer,35,25-40,16,Turismo,'menos de 1',0.493113,16,17352,'sin siniestros'
mujer,35,25-40,9,Turismo,1-4,3.3452,17,53770,'sin siniestros'
varón,36,25-40,5,Turismo,5-10,5.602454,18,91226,'sin siniestros'
mujer,36,25-40,5,Turismo,5-10,8.813363,18,142384,'sin siniestros'
varón,36,25-40,5,Turismo,5-10,5.602454,18,91226,'sin siniestros'
mujer,36,25-40,5,Turismo,5-10,8.813363,18,142384,'sin siniestros'
mujer,36,25-40,5,Turismo,5-10,8.813363,18,142384,'sin siniestros'
varón,36,25-40,5,Turismo,5-10,5.602454,18,91226,'sin siniestros'
varón,36,25-40,5,Turismo,5-10,5.602454,18,91226,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.521204,19,9761,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.516881,18,9966,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.565331,19,11437,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.567249,19,12946,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.49179,18,13136,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.659641,18,13607,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.41729,19,15593,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,1.478323,19,23400,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.180747,19,29461,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,1.805227,19,31267,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,2.231641,19,39781,'sin siniestros'
varón,37,25-40,9,Turismo,1-4,2.497166,19,45203,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,3.278359,19,56332,'sin siniestros'
mujer,37,25-40,9,Turismo,10+,10,19,156701,'sin siniestros'
varón,37,25-40,9,Turismo,10+,14,19,215635,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.042728,19,3262,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.521204,19,9761,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.699872,19,13785,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.506584,19,13936,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.41729,19,15593,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.459493,19,15958,'sin siniestros'
mujer,37,25-40,9,Turismo,'menos de 1',0.707172,17,16160,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,1.478323,19,23400,'sin siniestros'
varón,37,25-40,9,Turismo,1-4,1.593188,18,31403,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,2.679523,19,38399,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,2.231641,19,39781,'sin siniestros'
varón,37,25-40,9,Turismo,1-4,2.497166,19,45203,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,2.597042,19,47971,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,3.662013,19,60094,'sin siniestros'
varón,37,25-40,9,Turismo,10+,14,19,215635,'sin siniestros'
varón,37,25-40,9,Turismo,10+,14,19,216532,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.042728,19,3262,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.434884,19,8712,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.521204,19,9761,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.671082,18,11458,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.699872,19,13785,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.506584,19,13936,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.742837,19,14898,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.180747,19,29461,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,2.679523,19,38399,'sin siniestros'
varón,37,25-40,9,Turismo,1-4,2.497166,19,45203,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,2.597042,19,47971,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,3.037271,18,56965,'sin siniestros'
varón,37,25-40,9,Turismo,10+,10,19,157580,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.042728,19,3262,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.473705,19,8286,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.434884,19,8712,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.521204,19,9761,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.567249,19,12946,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.49179,18,13136,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.506584,19,13936,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.707259,17,15752,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.180747,19,29461,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,2.231641,19,39781,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,2.597042,19,47971,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,3.278359,19,56332,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,3.662013,19,60094,'sin siniestros'
varón,37,25-40,9,Turismo,10+,10,19,157580,'sin siniestros'
mujer,37,25-40,9,Turismo,10+,14,18,214264,'sin siniestros'
varón,37,25-40,9,Turismo,10+,14,19,215635,'sin siniestros'
varón,37,25-40,9,Turismo,10+,14,19,216532,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.434884,19,8712,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.18783,18,20589,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,1.478323,19,23400,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.180747,19,29461,'sin siniestros'
varón,37,25-40,9,Turismo,1-4,1.593188,18,31403,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,2.231641,19,39781,'sin siniestros'
varón,37,25-40,9,Turismo,1-4,2.497166,19,45203,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,3.151974,18,54908,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,3.278359,19,56332,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,3.662013,19,60094,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.042728,19,3262,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.671082,18,11458,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.699872,19,13785,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.742837,19,14898,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.180747,19,29461,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,3.278359,19,56332,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,3.037271,18,56965,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.042728,19,3262,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.521204,19,9761,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.516881,18,9966,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.567249,19,12946,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.659641,18,13607,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.699872,19,13785,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.742837,19,14898,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,1.478323,19,23400,'sin siniestros'
varón,37,25-40,9,Turismo,1-4,1.593188,18,31403,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,3.151974,18,54908,'sin siniestros'
varón,37,25-40,9,Turismo,10+,14,19,215635,'sin siniestros'
varón,37,25-40,9,Turismo,'menos de 1',0.459493,19,15958,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.18783,18,20589,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,1.805227,19,31267,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,2.679523,19,38399,'sin siniestros'
mujer,37,25-40,9,Turismo,10+,10,19,156701,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.742837,19,14898,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.707259,17,15752,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,1.478323,19,23400,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.180747,19,29461,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,2.679523,19,38399,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,3.151974,18,54908,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.506584,19,13936,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,1.478323,19,23400,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,1.805227,19,31267,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,2.321606,19,32250,'sin siniestros'
varón,37,25-40,9,Turismo,1-4,2.497166,19,45203,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,3.662013,19,60094,'sin siniestros'
varón,37,25-40,9,Turismo,10+,14,19,216532,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4','menos de 1',0.707259,17,15752,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,1.18783,18,20589,'sin siniestros'
mujer,37,25-40,9,'Monovolumen/ 4x4',1-4,3.278359,19,56332,'sin siniestros'
mujer,37,25-40,9,Turismo,1-4,3.037271,18,56965,'sin siniestros'
varón,37,25-40,9,'Monovolumen/ 4x4',1-4,3.662013,19,60094,'sin siniestros'
mujer,37,25-40,9,Turismo,10+,10,19,156701,'sin siniestros'
varón,37,25-40,9,Turismo,10+,10,19,157580,'sin siniestros'
mujer,43,40-55,9,'Monovolumen/ 4x4','menos de 1',0.107728,25,2491,'sin siniestros'
mujer,43,40-55,9,'Monovolumen/ 4x4','menos de 1',0.107728,25,2491,'sin siniestros'
varón,43,40-55,3,Motocicleta,1-4,1.564728,25,30716,'sin siniestros'
varón,43,40-55,9,'Monovolumen/ 4x4',1-4,2.235583,24,38332,'sin siniestros'
mujer,43,40-55,3,Turismo,1-4,3.25492,25,52939,'sin siniestros'
mujer,43,40-55,9,'Monovolumen/ 4x4','menos de 1',0.107728,25,2491,'sin siniestros'
varón,43,40-55,16,Motocicleta,'menos de 1',1,24,21122,'sin siniestros'
varón,43,40-55,3,Motocicleta,1-4,1.564728,25,30716,'sin siniestros'
mujer,43,40-55,3,Turismo,1-4,3.25492,25,52939,'sin siniestros'
mujer,43,40-55,9,'Monovolumen/ 4x4','menos de 1',0.696864,24,15379,'sin siniestros'
mujer,43,40-55,9,'Monovolumen/ 4x4','menos de 1',0.696864,24,15379,'sin siniestros'
varón,43,40-55,9,'Monovolumen/ 4x4',1-4,2.235583,24,38332,'sin siniestros'
mujer,43,40-55,3,Turismo,1-4,3.25492,25,52939,'sin siniestros'
mujer,43,40-55,9,'Monovolumen/ 4x4','menos de 1',0.696864,24,15379,'sin siniestros'
varón,43,40-55,3,Motocicleta,1-4,1.564728,25,30716,'sin siniestros'
varón,43,40-55,9,'Monovolumen/ 4x4',1-4,2.235583,24,38332,'sin siniestros'
mujer,43,40-55,3,Turismo,1-4,3.25492,25,52939,'sin siniestros'
mujer,43,40-55,9,'Monovolumen/ 4x4','menos de 1',0.696864,24,15379,'sin siniestros'
varón,43,40-55,16,Motocicleta,'menos de 1',1,24,21122,'sin siniestros'
varón,43,40-55,3,Motocicleta,1-4,1.564728,25,30716,'sin siniestros'
varón,45,40-55,6,Camioneta/Furgoneta,1-4,3.4823,27,57345,'sin siniestros'
varón,45,40-55,6,Camioneta/Furgoneta,1-4,1.287936,27,28285,'sin siniestros'
varón,45,40-55,6,Camioneta/Furgoneta,1-4,1.801523,27,36494,'sin siniestros'
varón,45,40-55,6,Camioneta/Furgoneta,1-4,1.801523,27,36494,'sin siniestros'
varón,45,40-55,6,Camioneta/Furgoneta,1-4,1.801523,27,36494,'sin siniestros'
varón,45,40-55,6,Camioneta/Furgoneta,1-4,3.4823,27,57345,'sin siniestros'
varón,45,40-55,6,Camioneta/Furgoneta,1-4,1.801523,27,36494,'sin siniestros'
varón,45,40-55,6,Camioneta/Furgoneta,1-4,1.801523,27,36494,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
varón,23,'menor de 25',4,Turismo,'menos de 1',0.784327,1,15937,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
varón,23,'menor de 25',4,Turismo,'menos de 1',0.784327,1,15937,'sin siniestros'
varón,23,'menor de 25',4,Turismo,'menos de 1',0.784327,1,15937,'sin siniestros'
varón,27,25-40,4,Turismo,10+,12,9,186749,'sin siniestros'
varón,27,25-40,5,Turismo,5-10,7.498843,9,114792,'sin siniestros'
varón,27,25-40,4,Turismo,10+,12,9,186749,'sin siniestros'
varón,28,25-40,8,'Monovolumen/ 4x4','menos de 1',0.22608,9,8869,'sin siniestros'
mujer,29,25-40,7,Motocicleta,1-4,1.141939,11,24883,'sin siniestros'
mujer,29,25-40,7,Motocicleta,1-4,3.140981,10,54496,'sin siniestros'
mujer,29,25-40,7,Motocicleta,1-4,1.141939,11,24883,'sin siniestros'
mujer,29,25-40,7,Turismo,1-4,2.125747,10,38067,'sin siniestros'
mujer,29,25-40,6,Turismo,'menos de 1',0.71732,10,19730,'sin siniestros'
mujer,29,25-40,7,Turismo,1-4,2.125747,10,38067,'sin siniestros'
mujer,29,25-40,7,Motocicleta,1-4,3.140981,10,54496,'sin siniestros'
mujer,29,25-40,7,Turismo,'menos de 1',0.273576,10,12270,'sin siniestros'
mujer,29,25-40,7,Motocicleta,1-4,1.141939,11,24883,'sin siniestros'
mujer,29,25-40,6,Turismo,'menos de 1',0.71732,10,19730,'sin siniestros'
mujer,29,25-40,7,Motocicleta,1-4,1.141939,11,24883,'sin siniestros'
mujer,29,25-40,7,Turismo,'menos de 1',0.273576,10,12270,'sin siniestros'
mujer,30,25-40,8,'Monovolumen/ 4x4',5-10,5.626883,12,88607,'sin siniestros'
mujer,30,25-40,4,Turismo,1-4,1.564058,12,23168,'sin siniestros'
mujer,30,25-40,4,'Monovolumen/ 4x4',5-10,5.431389,12,86875,'sin siniestros'
varón,30,25-40,3,Turismo,'menos de 1',0.722332,12,16393,'sin siniestros'
varón,30,25-40,3,Turismo,'menos de 1',0.272791,11,14514,'sin siniestros'
mujer,30,25-40,4,'Monovolumen/ 4x4',5-10,5.431389,12,86875,'sin siniestros'
varón,30,25-40,3,Turismo,'menos de 1',0.272791,11,14514,'sin siniestros'
varón,30,25-40,3,Turismo,'menos de 1',0.722332,12,16393,'sin siniestros'
varón,30,25-40,3,Turismo,'menos de 1',0.272791,11,14514,'sin siniestros'
varón,30,25-40,3,Turismo,'menos de 1',0.722332,12,16393,'sin siniestros'
varón,32,25-40,18,Motocicleta,1-4,2.065015,14,39077,'sin siniestros'
varón,32,25-40,18,Turismo,1-4,3.100364,14,49325,'sin siniestros'
mujer,32,25-40,18,Motocicleta,1-4,2.73157,14,47877,'sin siniestros'
varón,32,25-40,18,Turismo,1-4,3.100364,14,49325,'sin siniestros'
mujer,32,25-40,18,Motocicleta,1-4,2.73157,14,47877,'sin siniestros'
varón,32,25-40,18,Turismo,1-4,3.100364,14,49325,'sin siniestros'
varón,32,25-40,18,Turismo,1-4,3.100364,14,49325,'sin siniestros'
varón,32,25-40,18,Motocicleta,1-4,2.065015,14,39077,'sin siniestros'
mujer,32,25-40,18,Motocicleta,1-4,2.73157,14,47877,'sin siniestros'
varón,32,25-40,18,Turismo,1-4,3.100364,14,49325,'sin siniestros'
mujer,33,25-40,15,Turismo,'menos de 1',0.731253,14,11935,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.493776,14,16454,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',1,15,22540,'sin siniestros'
mujer,33,25-40,12,Turismo,10+,12,15,182873,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.19344,15,4348,'sin siniestros'
varón,33,25-40,15,Turismo,'menos de 1',0.26211,15,11082,'sin siniestros'
mujer,33,25-40,15,Turismo,'menos de 1',0.731253,14,11935,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',1,15,19424,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.36705,15,9151,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.493776,14,16454,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.136778,15,1380,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.36705,15,9151,'sin siniestros'
varón,33,25-40,15,Turismo,'menos de 1',0.26211,15,11082,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.335676,15,11574,'sin siniestros'
mujer,33,25-40,15,Turismo,'menos de 1',0.731253,14,11935,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.493776,14,16454,'sin siniestros'
varón,33,25-40,15,Turismo,'menos de 1',0.298848,13,10365,'sin siniestros'
varón,34,25-40,9,Camioneta/Furgoneta,5-10,8.844739,16,142231,'sin siniestros'
varón,34,25-40,9,'Monovolumen/ 4x4','menos de 1',0.723712,13,14158,'sin siniestros'
mujer,37,25-40,18,Turismo,5-10,8.277474,19,129973,'sin siniestros'
mujer,38,25-40,12,Turismo,1-4,3.02761,19,46695,'sin siniestros'
mujer,38,25-40,12,Turismo,1-4,3.02761,19,46695,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,2.45236,21,38547,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,3.617209,20,57128,'sin siniestros'
mujer,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.008094,20,7455,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.571098,21,11366,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.558638,21,16056,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,1.043902,20,18380,'sin siniestros'
mujer,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.008094,20,7455,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.417992,21,9495,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.558638,21,16056,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,3.617209,20,57128,'sin siniestros'
mujer,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.008094,20,7455,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.417992,21,9495,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,1.043902,20,18380,'sin siniestros'
varón,39,25-40,14,'Monovolumen/ 4x4',1-4,3.790438,21,56076,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.558638,21,16056,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,1.043902,20,18380,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,3.617209,20,57128,'sin siniestros'
varón,40,25-40,12,Turismo,'menos de 1',1,22,20859,'sin siniestros'
varón,42,40-55,14,'Monovolumen/ 4x4',1-4,2.578249,21,44606,'sin siniestros'
mujer,42,40-55,14,'Monovolumen/ 4x4',1-4,2.334258,24,40647,'sin siniestros'
mujer,42,40-55,14,'Monovolumen/ 4x4',1-4,3.244869,24,55732,'sin siniestros'
mujer,42,40-55,14,'Monovolumen/ 4x4',1-4,2.334258,24,40647,'sin siniestros'
mujer,42,40-55,14,'Monovolumen/ 4x4',1-4,3.244869,24,55732,'sin siniestros'
varón,42,40-55,14,'Monovolumen/ 4x4',1-4,2.578249,21,44606,'sin siniestros'
varón,44,40-55,18,Turismo,1-4,3.036164,25,48978,'sin siniestros'
mujer,44,40-55,18,Motocicleta,1-4,2.425421,25,44433,'sin siniestros'
varón,44,40-55,18,Turismo,1-4,3.036164,25,48978,'sin siniestros'
mujer,44,40-55,18,Turismo,1-4,3.928137,25,61275,'sin siniestros'
varón,44,40-55,18,Turismo,1-4,3.036164,25,48978,'sin siniestros'
varón,47,40-55,12,Motocicleta,1-4,2.862313,29,46348,'sin siniestros'
varón,47,40-55,12,Motocicleta,1-4,2.862313,29,46348,'sin siniestros'
varón,50,40-55,13,'Monovolumen/ 4x4',5-10,6.250571,31,98269,'sin siniestros'
varón,50,40-55,13,'Monovolumen/ 4x4',5-10,6.250571,31,98269,'sin siniestros'
varón,50,40-55,13,'Monovolumen/ 4x4',5-10,6.250571,31,98269,'sin siniestros'
varón,50,40-55,13,'Monovolumen/ 4x4',5-10,6.250571,31,98269,'sin siniestros'
varón,53,40-55,15,Motocicleta,1-4,3.122039,35,50326,'sin siniestros'
varón,53,40-55,15,Motocicleta,1-4,3.122039,35,50326,'sin siniestros'
mujer,53,40-55,15,Motocicleta,10+,10,35,157096,'sin siniestros'
varón,53,40-55,15,Motocicleta,1-4,3.122039,35,50326,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.211735,41,8997,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.791684,40,23515,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.149541,35,7604,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.14809,40,10640,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.63018,41,12324,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.006384,38,3748,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.63018,41,12324,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.243413,38,8575,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.14809,40,10640,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.791684,40,23515,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.211735,41,8997,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.63018,41,12324,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',1,35,17777,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.791684,40,23515,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
varón,24,'menor de 25',6,Turismo,1-4,1.075205,4,19199,'sin siniestros'
varón,24,'menor de 25',6,Turismo,1-4,1.075205,4,19199,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
varón,24,'menor de 25',6,Turismo,1-4,1.075205,4,19199,'sin siniestros'
varón,24,'menor de 25',6,Turismo,1-4,1.075205,4,19199,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
varón,24,'menor de 25',6,Turismo,1-4,1.075205,4,19199,'sin siniestros'
mujer,23,'menor de 25',4,Turismo,'menos de 1',0.573607,0,5940,'sin siniestros'
varón,25,'menor de 25',7,'Monovolumen/ 4x4',1-4,2.038897,4,34979,'sin siniestros'
mujer,27,25-40,12,Camioneta/Furgoneta,1-4,2.551849,9,45063,'sin siniestros'
varón,29,25-40,6,Turismo,5-10,5.205276,11,82109,'sin siniestros'
mujer,32,25-40,18,Turismo,1-4,1.839069,13,34057,'sin siniestros'
varón,33,25-40,15,Turismo,'menos de 1',0.044922,15,2514,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.46102,15,8482,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.441912,14,9426,'sin siniestros'
mujer,33,25-40,15,Turismo,'menos de 1',0.440442,15,13277,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.439119,14,13814,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.751261,15,15433,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',1,15,23000,'sin siniestros'
varón,33,25-40,12,'Monovolumen/ 4x4',10+,10,15,150870,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.1718,14,11442,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',1,14,15729,'sin siniestros'
mujer,33,25-40,12,'Monovolumen/ 4x4',10+,13,15,197007,'sin siniestros'
